Date,Weekday,District,Category,Incidents
2/1/2005,Tuesday,Bayview,Vehicle Theft,24
2/1/2005,Tuesday,Central,Burglary,6
2/1/2005,Tuesday,Central,Larceny,37
2/1/2005,Tuesday,Central,Vandalism,6
2/1/2005,Tuesday,Central,Vehicle Theft,12
2/1/2005,Tuesday,Ingleside,Arson,2
2/1/2005,Tuesday,Ingleside,Burglary,10
2/1/2005,Tuesday,Ingleside,Larceny,17
2/1/2005,Tuesday,Ingleside,Stolen Property,1
2/1/2005,Tuesday,Ingleside,Vandalism,3
2/1/2005,Tuesday,Ingleside,Vehicle Theft,21
2/1/2005,Tuesday,Mission,Burglary,8
2/1/2005,Tuesday,Mission,Larceny,27
2/1/2005,Tuesday,Mission,Stolen Property,1
2/1/2005,Tuesday,Mission,Vandalism,5
2/1/2005,Tuesday,Mission,Vehicle Theft,41
2/1/2005,Tuesday,Northern,Burglary,12
2/1/2005,Tuesday,Northern,Larceny,48
2/1/2005,Tuesday,Northern,Stolen Property,1
2/1/2005,Tuesday,Northern,Vandalism,12
2/1/2005,Tuesday,Northern,Vehicle Theft,30
2/1/2005,Tuesday,Park,Burglary,6
2/1/2005,Tuesday,Park,Larceny,17
2/1/2005,Tuesday,Park,Vandalism,2
2/1/2005,Tuesday,Park,Vehicle Theft,19
2/1/2005,Tuesday,Richmond,Burglary,6
2/1/2005,Tuesday,Richmond,Larceny,16
2/1/2005,Tuesday,Richmond,Vandalism,5
2/1/2005,Tuesday,Richmond,Vehicle Theft,29
2/1/2005,Tuesday,Southern,Burglary,7
2/1/2005,Tuesday,Southern,Larceny,59
2/1/2005,Tuesday,Southern,Stolen Property,2
2/1/2005,Tuesday,Southern,Vandalism,6
2/1/2005,Tuesday,Southern,Vehicle Theft,15
2/1/2005,Tuesday,Taraval,Burglary,7
2/1/2005,Tuesday,Taraval,Larceny,26
2/1/2005,Tuesday,Taraval,Vandalism,9
2/1/2005,Tuesday,Taraval,Vehicle Theft,23
2/1/2005,Tuesday,Tenderloin,Burglary,5
2/1/2005,Tuesday,Tenderloin,Larceny,13
2/1/2005,Tuesday,Tenderloin,Vandalism,1
2/1/2005,Tuesday,Tenderloin,Vehicle Theft,4
2/1/2005,Wednesday,Bayview,Burglary,8
2/1/2005,Wednesday,Bayview,Larceny,9
2/1/2005,Wednesday,Bayview,Vandalism,9
2/1/2005,Wednesday,Bayview,Vehicle Theft,21
2/1/2005,Wednesday,Central,Burglary,11
2/1/2005,Wednesday,Central,Larceny,41
2/1/2005,Wednesday,Central,Stolen Property,2
2/1/2005,Wednesday,Central,Vandalism,10
2/1/2005,Wednesday,Central,Vehicle Theft,19
2/1/2005,Wednesday,Ingleside,Arson,1
2/1/2005,Wednesday,Ingleside,Burglary,12
2/1/2005,Wednesday,Ingleside,Larceny,20
2/1/2005,Wednesday,Ingleside,Vandalism,9
2/1/2005,Wednesday,Ingleside,Vehicle Theft,39
2/1/2005,Wednesday,Mission,Burglary,11
2/1/2005,Wednesday,Mission,Larceny,32
2/1/2005,Wednesday,Mission,Stolen Property,1
2/1/2005,Wednesday,Mission,Vandalism,13
2/1/2005,Wednesday,Mission,Vehicle Theft,18
2/1/2005,Wednesday,Northern,Burglary,8
2/1/2005,Wednesday,Northern,Larceny,31
2/1/2005,Wednesday,Northern,Vandalism,5
2/1/2005,Wednesday,Northern,Vehicle Theft,13
2/1/2005,Wednesday,Park,Burglary,9
2/1/2005,Wednesday,Park,Larceny,11
2/1/2005,Wednesday,Park,Vandalism,6
2/1/2005,Wednesday,Park,Vehicle Theft,8
2/1/2005,Wednesday,Richmond,Arson,1
2/1/2005,Wednesday,Richmond,Burglary,1
2/1/2005,Wednesday,Richmond,Larceny,10
2/1/2005,Wednesday,Richmond,Vandalism,4
2/1/2005,Wednesday,Richmond,Vehicle Theft,22
2/1/2005,Wednesday,Southern,Burglary,8
2/1/2005,Wednesday,Southern,Larceny,59
2/1/2005,Wednesday,Southern,Vandalism,8
2/1/2005,Wednesday,Southern,Vehicle Theft,12
2/1/2005,Wednesday,Taraval,Burglary,10
2/1/2005,Wednesday,Taraval,Larceny,14
2/1/2005,Wednesday,Taraval,Vandalism,7
2/1/2005,Wednesday,Taraval,Vehicle Theft,26
2/1/2005,Wednesday,Tenderloin,Burglary,1
2/1/2005,Wednesday,Tenderloin,Larceny,15
2/1/2005,Wednesday,Tenderloin,Stolen Property,1
2/1/2005,Wednesday,Tenderloin,Vandalism,1
3/1/2005,Friday,Bayview,Burglary,8
3/1/2005,Friday,Bayview,Larceny,16
3/1/2005,Friday,Bayview,Vandalism,6
3/1/2005,Friday,Bayview,Vehicle Theft,20
3/1/2005,Friday,Central,Burglary,10
3/1/2005,Friday,Central,Larceny,26
3/1/2005,Friday,Central,Vandalism,17
3/1/2005,Friday,Central,Vehicle Theft,11
3/1/2005,Friday,Ingleside,Burglary,15
3/1/2005,Friday,Ingleside,Larceny,17
3/1/2005,Friday,Ingleside,Vandalism,7
3/1/2005,Friday,Ingleside,Vehicle Theft,40
3/1/2005,Friday,Mission,Arson,1
3/1/2005,Friday,Mission,Burglary,12
3/1/2005,Friday,Mission,Larceny,24
3/1/2005,Friday,Mission,Vandalism,6
3/1/2005,Friday,Mission,Vehicle Theft,26
3/1/2005,Friday,Northern,Burglary,15
3/1/2005,Friday,Northern,Larceny,48
3/1/2005,Friday,Northern,Stolen Property,1
3/1/2005,Friday,Northern,Vandalism,14
3/1/2005,Friday,Northern,Vehicle Theft,24
3/1/2005,Friday,Park,Burglary,3
3/1/2005,Friday,Park,Larceny,9
3/1/2005,Friday,Park,Vandalism,5
3/1/2005,Friday,Park,Vehicle Theft,14
3/1/2005,Friday,Richmond,Burglary,10
3/1/2005,Friday,Richmond,Larceny,17
3/1/2005,Friday,Richmond,Vandalism,10
3/1/2005,Friday,Richmond,Vehicle Theft,2
3/1/2005,Friday,Southern,Burglary,14
3/1/2005,Friday,Southern,Larceny,63
3/1/2005,Friday,Southern,Stolen Property,1
3/1/2005,Friday,Southern,Vandalism,12
3/1/2005,Friday,Southern,Vehicle Theft,25
3/1/2005,Friday,Taraval,Burglary,15
3/1/2005,Friday,Taraval,Larceny,15
3/1/2005,Friday,Taraval,Vandalism,10
3/1/2005,Friday,Taraval,Vehicle Theft,16
3/1/2005,Friday,Tenderloin,Burglary,3
3/1/2005,Friday,Tenderloin,Larceny,9
3/1/2005,Friday,Tenderloin,Vandalism,1
3/1/2005,Friday,Tenderloin,Vehicle Theft,5
3/1/2005,Monday,Bayview,Arson,1
3/1/2005,Monday,Bayview,Burglary,13
3/1/2005,Monday,Bayview,Larceny,13
3/1/2005,Monday,Bayview,Stolen Property,1
3/1/2005,Monday,Bayview,Vandalism,9
3/1/2005,Monday,Bayview,Vehicle Theft,28
3/1/2005,Monday,Central,Burglary,13
3/1/2005,Monday,Central,Larceny,30
3/1/2005,Monday,Central,Vandalism,5
3/1/2005,Monday,Central,Vehicle Theft,21
3/1/2005,Monday,Ingleside,Burglary,4
3/1/2005,Monday,Ingleside,Larceny,18
3/1/2005,Monday,Ingleside,Stolen Property,1
3/1/2005,Monday,Ingleside,Vandalism,12
3/1/2005,Monday,Ingleside,Vehicle Theft,31
3/1/2005,Monday,Mission,Burglary,13
3/1/2005,Monday,Mission,Larceny,26
3/1/2005,Monday,Mission,Stolen Property,1
3/1/2005,Monday,Mission,Vandalism,8
3/1/2005,Monday,Mission,Vehicle Theft,33
3/1/2005,Monday,Northern,Burglary,12
3/1/2005,Monday,Northern,Larceny,53
3/1/2005,Monday,Northern,Vandalism,14
3/1/2005,Monday,Northern,Vehicle Theft,9
3/1/2005,Monday,Park,Arson,1
3/1/2005,Monday,Park,Burglary,5
3/1/2005,Monday,Park,Larceny,10
3/1/2005,Monday,Park,Vandalism,4
3/1/2005,Monday,Park,Vehicle Theft,15
3/1/2005,Monday,Richmond,Burglary,13
3/1/2005,Monday,Richmond,Larceny,7
3/1/2005,Monday,Richmond,Vandalism,4
3/1/2005,Monday,Richmond,Vehicle Theft,10
3/1/2005,Monday,Southern,Arson,1
3/1/2005,Monday,Southern,Burglary,11
3/1/2005,Monday,Southern,Larceny,61
3/1/2005,Monday,Southern,Vandalism,11
3/1/2005,Monday,Southern,Vehicle Theft,9
3/1/2005,Monday,Taraval,Arson,1
3/1/2005,Monday,Taraval,Burglary,9
3/1/2005,Monday,Taraval,Larceny,28
3/1/2005,Monday,Taraval,Vandalism,8
3/1/2005,Monday,Taraval,Vehicle Theft,25
3/1/2005,Monday,Tenderloin,Larceny,15
3/1/2005,Monday,Tenderloin,Vandalism,3
3/1/2005,Monday,Tenderloin,Vehicle Theft,1
3/1/2005,Saturday,Bayview,Arson,1
3/1/2005,Saturday,Bayview,Burglary,11
3/1/2005,Saturday,Bayview,Larceny,22
3/1/2005,Saturday,Bayview,Stolen Property,2
3/1/2005,Saturday,Bayview,Vandalism,5
3/1/2005,Saturday,Bayview,Vehicle Theft,26
3/1/2005,Saturday,Central,Burglary,12
3/1/2005,Saturday,Central,Larceny,44
3/1/2005,Saturday,Central,Stolen Property,1
3/1/2005,Saturday,Central,Vandalism,8
3/1/2005,Saturday,Central,Vehicle Theft,18
3/1/2005,Saturday,Ingleside,Burglary,4
3/1/2005,Saturday,Ingleside,Larceny,15
3/1/2005,Saturday,Ingleside,Vandalism,10
3/1/2005,Saturday,Ingleside,Vehicle Theft,35
3/1/2005,Saturday,Mission,Arson,1
3/1/2005,Saturday,Mission,Burglary,5
3/1/2005,Saturday,Mission,Larceny,33
3/1/2005,Saturday,Mission,Stolen Property,2
3/1/2005,Saturday,Mission,Vandalism,14
3/1/2005,Saturday,Mission,Vehicle Theft,21
3/1/2005,Saturday,Northern,Burglary,15
3/1/2005,Saturday,Northern,Larceny,42
3/1/2005,Saturday,Northern,Vandalism,7
3/1/2005,Saturday,Northern,Vehicle Theft,25
3/1/2005,Saturday,Park,Burglary,9
3/1/2005,Saturday,Park,Larceny,11
3/1/2005,Saturday,Park,Vandalism,5
3/1/2005,Saturday,Park,Vehicle Theft,19
3/1/2005,Saturday,Richmond,Burglary,5
3/1/2005,Saturday,Richmond,Larceny,11
3/1/2005,Saturday,Richmond,Vandalism,12
3/1/2005,Saturday,Richmond,Vehicle Theft,10
3/1/2005,Saturday,Southern,Burglary,18
3/1/2005,Saturday,Southern,Larceny,67
3/1/2005,Saturday,Southern,Stolen Property,2
3/1/2005,Saturday,Southern,Vandalism,17
3/1/2005,Saturday,Southern,Vehicle Theft,16
3/1/2005,Saturday,Taraval,Burglary,8
3/1/2005,Saturday,Taraval,Larceny,24
3/1/2005,Saturday,Taraval,Vandalism,18
3/1/2005,Saturday,Taraval,Vehicle Theft,18
3/1/2005,Saturday,Tenderloin,Burglary,2
3/1/2005,Saturday,Tenderloin,Larceny,16
3/1/2005,Saturday,Tenderloin,Stolen Property,2
3/1/2005,Saturday,Tenderloin,Vandalism,4
3/1/2005,Saturday,Tenderloin,Vehicle Theft,7
3/1/2005,Sunday,Bayview,Arson,1
3/1/2005,Sunday,Bayview,Burglary,6
3/1/2005,Sunday,Bayview,Larceny,15
3/1/2005,Sunday,Bayview,Vandalism,6
3/1/2005,Sunday,Bayview,Vehicle Theft,25
3/1/2005,Sunday,Central,Burglary,4
3/1/2005,Sunday,Central,Larceny,34
3/1/2005,Sunday,Central,Vandalism,10
3/1/2005,Sunday,Central,Vehicle Theft,13
3/1/2005,Sunday,Ingleside,Burglary,5
3/1/2005,Sunday,Ingleside,Larceny,20
3/1/2005,Sunday,Ingleside,Vandalism,4
3/1/2005,Sunday,Ingleside,Vehicle Theft,37
3/1/2005,Sunday,Mission,Burglary,8
3/1/2005,Sunday,Mission,Larceny,21
3/1/2005,Sunday,Mission,Stolen Property,1
3/1/2005,Sunday,Mission,Vandalism,8
3/1/2005,Sunday,Mission,Vehicle Theft,22
3/1/2005,Sunday,Northern,Burglary,9
3/1/2005,Sunday,Northern,Larceny,41
3/1/2005,Sunday,Northern,Vandalism,9
3/1/2005,Sunday,Northern,Vehicle Theft,16
3/1/2005,Sunday,Park,Burglary,7
3/1/2005,Sunday,Park,Larceny,10
3/1/2005,Sunday,Park,Vandalism,5
3/1/2005,Sunday,Park,Vehicle Theft,24
3/1/2005,Sunday,Richmond,Burglary,3
3/1/2005,Sunday,Richmond,Larceny,9
3/1/2005,Sunday,Richmond,Vandalism,7
3/1/2005,Sunday,Richmond,Vehicle Theft,12
3/1/2005,Sunday,Southern,Burglary,14
3/1/2005,Sunday,Southern,Larceny,47
3/1/2005,Sunday,Southern,Stolen Property,4
3/1/2005,Sunday,Southern,Vandalism,11
3/1/2005,Sunday,Southern,Vehicle Theft,16
3/1/2005,Sunday,Taraval,Burglary,3
3/1/2005,Sunday,Taraval,Larceny,19
3/1/2005,Sunday,Taraval,Vandalism,10
3/1/2005,Sunday,Taraval,Vehicle Theft,20
3/1/2005,Sunday,Tenderloin,Burglary,1
3/1/2005,Sunday,Tenderloin,Larceny,20
3/1/2005,Sunday,Tenderloin,Vandalism,4
3/1/2005,Sunday,Tenderloin,Vehicle Theft,6
3/1/2005,Thursday,Bayview,Arson,1
3/1/2005,Thursday,Bayview,Burglary,11
3/1/2005,Thursday,Bayview,Larceny,21
3/1/2005,Thursday,Bayview,Vandalism,10
3/1/2005,Thursday,Bayview,Vehicle Theft,30
3/1/2005,Thursday,Central,Burglary,10
3/1/2005,Thursday,Central,Larceny,48
3/1/2005,Thursday,Central,Stolen Property,1
3/1/2005,Thursday,Central,Vandalism,7
3/1/2005,Thursday,Central,Vehicle Theft,22
3/1/2005,Thursday,Ingleside,Arson,1
3/1/2005,Thursday,Ingleside,Burglary,7
3/1/2005,Thursday,Ingleside,Larceny,19
3/1/2005,Thursday,Ingleside,Vandalism,6
3/1/2005,Thursday,Ingleside,Vehicle Theft,32
3/1/2005,Thursday,Mission,Arson,1
3/1/2005,Thursday,Mission,Burglary,10
3/1/2005,Thursday,Mission,Larceny,29
3/1/2005,Thursday,Mission,Vandalism,8
3/1/2005,Thursday,Mission,Vehicle Theft,41
3/1/2005,Thursday,Northern,Burglary,13
3/1/2005,Thursday,Northern,Larceny,48
3/1/2005,Thursday,Northern,Stolen Property,2
3/1/2005,Thursday,Northern,Vandalism,11
3/1/2005,Thursday,Northern,Vehicle Theft,23
3/1/2005,Thursday,Park,Burglary,9
3/1/2005,Thursday,Park,Larceny,26
3/1/2005,Thursday,Park,Vandalism,5
3/1/2005,Thursday,Park,Vehicle Theft,9
3/1/2005,Thursday,Richmond,Burglary,11
3/1/2005,Thursday,Richmond,Larceny,16
3/1/2005,Thursday,Richmond,Vandalism,4
3/1/2005,Thursday,Richmond,Vehicle Theft,16
3/1/2005,Thursday,Southern,Arson,1
3/1/2005,Thursday,Southern,Burglary,13
3/1/2005,Thursday,Southern,Larceny,90
3/1/2005,Thursday,Southern,Stolen Property,2
3/1/2005,Thursday,Southern,Vandalism,12
3/1/2005,Thursday,Southern,Vehicle Theft,23
3/1/2005,Thursday,Taraval,Arson,1
3/1/2005,Thursday,Taraval,Burglary,7
3/1/2005,Thursday,Taraval,Larceny,25
3/1/2005,Thursday,Taraval,Vandalism,10
3/1/2005,Thursday,Taraval,Vehicle Theft,30
3/1/2005,Thursday,Tenderloin,Burglary,2
3/1/2005,Thursday,Tenderloin,Larceny,25
3/1/2005,Thursday,Tenderloin,Vandalism,3
3/1/2005,Thursday,Tenderloin,Vehicle Theft,6
3/1/2005,Tuesday,Bayview,Arson,1
3/1/2005,Tuesday,Bayview,Burglary,14
3/1/2005,Tuesday,Bayview,Larceny,24
3/1/2005,Tuesday,Bayview,Stolen Property,2
3/1/2005,Tuesday,Bayview,Vandalism,9
3/1/2005,Tuesday,Bayview,Vehicle Theft,38
3/1/2005,Tuesday,Central,Burglary,11
3/1/2005,Tuesday,Central,Larceny,60
3/1/2005,Tuesday,Central,Stolen Property,1
3/1/2005,Tuesday,Central,Vandalism,7
3/1/2005,Tuesday,Central,Vehicle Theft,18
3/1/2005,Tuesday,Ingleside,Burglary,14
3/1/2005,Tuesday,Ingleside,Larceny,28
3/1/2005,Tuesday,Ingleside,Stolen Property,1
3/1/2005,Tuesday,Ingleside,Vandalism,9
3/1/2005,Tuesday,Ingleside,Vehicle Theft,36
3/1/2005,Tuesday,Mission,Burglary,12
3/1/2005,Tuesday,Mission,Larceny,28
3/1/2005,Tuesday,Mission,Stolen Property,3
3/1/2005,Tuesday,Mission,Vandalism,9
3/1/2005,Tuesday,Mission,Vehicle Theft,39
3/1/2005,Tuesday,Northern,Burglary,14
3/1/2005,Tuesday,Northern,Larceny,45
3/1/2005,Tuesday,Northern,Stolen Property,1
3/1/2005,Tuesday,Northern,Vandalism,6
3/1/2005,Tuesday,Northern,Vehicle Theft,40
3/1/2005,Tuesday,Park,Burglary,8
3/1/2005,Tuesday,Park,Larceny,15
3/1/2005,Tuesday,Park,Stolen Property,2
3/1/2005,Tuesday,Park,Vandalism,5
3/1/2005,Tuesday,Park,Vehicle Theft,27
3/1/2005,Tuesday,Richmond,Arson,1
3/1/2005,Tuesday,Richmond,Burglary,10
3/1/2005,Tuesday,Richmond,Larceny,14
3/1/2005,Tuesday,Richmond,Vandalism,9
3/1/2005,Tuesday,Richmond,Vehicle Theft,15
3/1/2005,Tuesday,Southern,Burglary,16
3/1/2005,Tuesday,Southern,Larceny,74
3/1/2005,Tuesday,Southern,Stolen Property,2
3/1/2005,Tuesday,Southern,Vandalism,15
3/1/2005,Tuesday,Southern,Vehicle Theft,10
3/1/2005,Tuesday,Taraval,Arson,1
3/1/2005,Tuesday,Taraval,Burglary,11
3/1/2005,Tuesday,Taraval,Larceny,32
3/1/2005,Tuesday,Taraval,Vandalism,17
3/1/2005,Tuesday,Taraval,Vehicle Theft,29
3/1/2005,Tuesday,Tenderloin,Burglary,2
3/1/2005,Tuesday,Tenderloin,Larceny,17
3/1/2005,Tuesday,Tenderloin,Vandalism,3
3/1/2005,Tuesday,Tenderloin,Vehicle Theft,1
3/1/2005,Wednesday,Bayview,Arson,2
3/1/2005,Wednesday,Bayview,Burglary,15
3/1/2005,Wednesday,Bayview,Larceny,17
3/1/2005,Wednesday,Bayview,Vandalism,6
3/1/2005,Wednesday,Bayview,Vehicle Theft,36
3/1/2005,Wednesday,Central,Burglary,15
3/1/2005,Wednesday,Central,Larceny,56
3/1/2005,Wednesday,Central,Vandalism,9
3/1/2005,Wednesday,Central,Vehicle Theft,8
3/1/2005,Wednesday,Ingleside,Burglary,8
3/1/2005,Wednesday,Ingleside,Larceny,18
3/1/2005,Wednesday,Ingleside,Vandalism,8
3/1/2005,Wednesday,Ingleside,Vehicle Theft,34
3/1/2005,Wednesday,Mission,Burglary,11
3/1/2005,Wednesday,Mission,Larceny,35
3/1/2005,Wednesday,Mission,Stolen Property,1
3/1/2005,Wednesday,Mission,Vandalism,10
3/1/2005,Wednesday,Mission,Vehicle Theft,38
3/1/2005,Wednesday,Northern,Arson,1
3/1/2005,Wednesday,Northern,Burglary,8
3/1/2005,Wednesday,Northern,Larceny,59
3/1/2005,Wednesday,Northern,Stolen Property,2
3/1/2005,Wednesday,Northern,Vandalism,9
3/1/2005,Wednesday,Northern,Vehicle Theft,36
3/1/2005,Wednesday,Park,Burglary,6
3/1/2005,Wednesday,Park,Larceny,26
3/1/2005,Wednesday,Park,Stolen Property,1
3/1/2005,Wednesday,Park,Vandalism,7
3/1/2005,Wednesday,Park,Vehicle Theft,16
3/1/2005,Wednesday,Richmond,Burglary,9
3/1/2005,Wednesday,Richmond,Larceny,13
3/1/2005,Wednesday,Richmond,Stolen Property,1
3/1/2005,Wednesday,Richmond,Vandalism,9
3/1/2005,Wednesday,Richmond,Vehicle Theft,20
3/1/2005,Wednesday,Southern,Burglary,12
3/1/2005,Wednesday,Southern,Larceny,59
3/1/2005,Wednesday,Southern,Stolen Property,3
3/1/2005,Wednesday,Southern,Vandalism,13
3/1/2005,Wednesday,Southern,Vehicle Theft,21
3/1/2005,Wednesday,Taraval,Burglary,17
3/1/2005,Wednesday,Taraval,Larceny,23
3/1/2005,Wednesday,Taraval,Stolen Property,1
3/1/2005,Wednesday,Taraval,Vandalism,9
3/1/2005,Wednesday,Taraval,Vehicle Theft,26
3/1/2005,Wednesday,Tenderloin,Burglary,1
3/1/2005,Wednesday,Tenderloin,Larceny,19
3/1/2005,Wednesday,Tenderloin,Stolen Property,1
3/1/2005,Wednesday,Tenderloin,Vehicle Theft,5
4/1/2005,Friday,Bayview,Arson,2
4/1/2005,Friday,Bayview,Burglary,11
4/1/2005,Friday,Bayview,Larceny,27
4/1/2005,Friday,Bayview,Stolen Property,1
4/1/2005,Friday,Bayview,Vandalism,19
4/1/2005,Friday,Bayview,Vehicle Theft,20
4/1/2005,Friday,Central,Burglary,9
4/1/2005,Friday,Central,Larceny,51
4/1/2005,Friday,Central,Vandalism,9
4/1/2005,Friday,Central,Vehicle Theft,22
4/1/2005,Friday,Ingleside,Burglary,10
4/1/2005,Friday,Ingleside,Larceny,20
4/1/2005,Friday,Ingleside,Vandalism,6
4/1/2005,Friday,Ingleside,Vehicle Theft,46
4/1/2005,Friday,Mission,Burglary,17
4/1/2005,Friday,Mission,Larceny,30
4/1/2005,Friday,Mission,Stolen Property,1
4/1/2005,Friday,Mission,Vandalism,16
4/1/2005,Friday,Mission,Vehicle Theft,39
4/1/2005,Friday,Northern,Arson,2
4/1/2005,Friday,Northern,Burglary,21
4/1/2005,Friday,Northern,Larceny,52
4/1/2005,Friday,Northern,Stolen Property,2
4/1/2005,Friday,Northern,Vandalism,9
4/1/2005,Friday,Northern,Vehicle Theft,21
4/1/2005,Friday,Park,Burglary,4
4/1/2005,Friday,Park,Larceny,8
4/1/2005,Friday,Park,Vandalism,5
4/1/2005,Friday,Park,Vehicle Theft,23
4/1/2005,Friday,Richmond,Burglary,10
4/1/2005,Friday,Richmond,Larceny,18
4/1/2005,Friday,Richmond,Vandalism,14
4/1/2005,Friday,Richmond,Vehicle Theft,13
4/1/2005,Friday,Southern,Burglary,5
4/1/2005,Friday,Southern,Larceny,100
4/1/2005,Friday,Southern,Stolen Property,2
4/1/2005,Friday,Southern,Vandalism,18
4/1/2005,Friday,Southern,Vehicle Theft,27
4/1/2005,Friday,Taraval,Burglary,13
4/1/2005,Friday,Taraval,Larceny,19
4/1/2005,Friday,Taraval,Stolen Property,1
4/1/2005,Friday,Taraval,Vandalism,18
4/1/2005,Friday,Taraval,Vehicle Theft,33
4/1/2005,Friday,Tenderloin,Burglary,5
4/1/2005,Friday,Tenderloin,Larceny,18
4/1/2005,Friday,Tenderloin,Stolen Property,1
4/1/2005,Friday,Tenderloin,Vandalism,5
4/1/2005,Friday,Tenderloin,Vehicle Theft,13
4/1/2005,Monday,Bayview,Arson,1
4/1/2005,Monday,Bayview,Burglary,9
4/1/2005,Monday,Bayview,Larceny,15
4/1/2005,Monday,Bayview,Vandalism,7
4/1/2005,Monday,Bayview,Vehicle Theft,22
4/1/2005,Monday,Central,Burglary,8
4/1/2005,Monday,Central,Larceny,27
4/1/2005,Monday,Central,Vandalism,6
4/1/2005,Monday,Central,Vehicle Theft,14
4/1/2005,Monday,Ingleside,Burglary,10
4/1/2005,Monday,Ingleside,Larceny,16
4/1/2005,Monday,Ingleside,Stolen Property,1
4/1/2005,Monday,Ingleside,Vandalism,6
4/1/2005,Monday,Ingleside,Vehicle Theft,25
4/1/2005,Monday,Mission,Arson,1
4/1/2005,Monday,Mission,Burglary,10
4/1/2005,Monday,Mission,Larceny,24
4/1/2005,Monday,Mission,Vandalism,12
4/1/2005,Monday,Mission,Vehicle Theft,25
4/1/2005,Monday,Northern,Arson,1
4/1/2005,Monday,Northern,Burglary,10
4/1/2005,Monday,Northern,Larceny,45
4/1/2005,Monday,Northern,Vandalism,11
4/1/2005,Monday,Northern,Vehicle Theft,37
4/1/2005,Monday,Park,Burglary,5
4/1/2005,Monday,Park,Larceny,10
4/1/2005,Monday,Park,Vandalism,1
4/1/2005,Monday,Park,Vehicle Theft,20
4/1/2005,Monday,Richmond,Burglary,10
4/1/2005,Monday,Richmond,Larceny,15
4/1/2005,Monday,Richmond,Vandalism,4
4/1/2005,Monday,Richmond,Vehicle Theft,11
4/1/2005,Monday,Southern,Burglary,10
4/1/2005,Monday,Southern,Larceny,56
4/1/2005,Monday,Southern,Stolen Property,2
4/1/2005,Monday,Southern,Vandalism,13
4/1/2005,Monday,Southern,Vehicle Theft,16
4/1/2005,Monday,Taraval,Burglary,6
4/1/2005,Monday,Taraval,Larceny,18
4/1/2005,Monday,Taraval,Vandalism,7
4/1/2005,Monday,Taraval,Vehicle Theft,41
4/1/2005,Monday,Tenderloin,Burglary,3
4/1/2005,Monday,Tenderloin,Larceny,17
4/1/2005,Monday,Tenderloin,Vandalism,5
4/1/2005,Saturday,Bayview,Arson,2
4/1/2005,Saturday,Bayview,Burglary,3
4/1/2005,Saturday,Bayview,Larceny,16
4/1/2005,Saturday,Bayview,Vandalism,16
4/1/2005,Saturday,Bayview,Vehicle Theft,37
4/1/2005,Saturday,Central,Burglary,11
4/1/2005,Saturday,Central,Larceny,45
4/1/2005,Saturday,Central,Stolen Property,1
4/1/2005,Saturday,Central,Vandalism,7
4/1/2005,Saturday,Central,Vehicle Theft,27
4/1/2005,Saturday,Ingleside,Burglary,9
4/1/2005,Saturday,Ingleside,Larceny,24
4/1/2005,Saturday,Ingleside,Vandalism,13
4/1/2005,Saturday,Ingleside,Vehicle Theft,43
4/1/2005,Saturday,Mission,Burglary,11
4/1/2005,Saturday,Mission,Larceny,37
4/1/2005,Saturday,Mission,Stolen Property,1
4/1/2005,Saturday,Mission,Vandalism,13
4/1/2005,Saturday,Mission,Vehicle Theft,40
4/1/2005,Saturday,Northern,Burglary,11
4/1/2005,Saturday,Northern,Larceny,48
4/1/2005,Saturday,Northern,Vandalism,11
4/1/2005,Saturday,Northern,Vehicle Theft,46
4/1/2005,Saturday,Park,Burglary,6
4/1/2005,Saturday,Park,Larceny,14
4/1/2005,Saturday,Park,Vandalism,8
4/1/2005,Saturday,Park,Vehicle Theft,19
4/1/2005,Saturday,Richmond,Arson,1
4/1/2005,Saturday,Richmond,Burglary,6
4/1/2005,Saturday,Richmond,Larceny,10
4/1/2005,Saturday,Richmond,Vandalism,10
4/1/2005,Saturday,Richmond,Vehicle Theft,19
4/1/2005,Saturday,Southern,Burglary,9
4/1/2005,Saturday,Southern,Larceny,89
4/1/2005,Saturday,Southern,Vandalism,14
4/1/2005,Saturday,Southern,Vehicle Theft,13
4/1/2005,Saturday,Taraval,Burglary,6
4/1/2005,Saturday,Taraval,Larceny,17
4/1/2005,Saturday,Taraval,Vandalism,12
4/1/2005,Saturday,Taraval,Vehicle Theft,39
4/1/2005,Saturday,Tenderloin,Burglary,5
4/1/2005,Saturday,Tenderloin,Larceny,25
4/1/2005,Saturday,Tenderloin,Vandalism,1
4/1/2005,Saturday,Tenderloin,Vehicle Theft,4
4/1/2005,Sunday,Bayview,Arson,2
4/1/2005,Sunday,Bayview,Burglary,5
4/1/2005,Sunday,Bayview,Larceny,10
4/1/2005,Sunday,Bayview,Vandalism,8
4/1/2005,Sunday,Bayview,Vehicle Theft,39
4/1/2005,Sunday,Central,Burglary,5
4/1/2005,Sunday,Central,Larceny,32
4/1/2005,Sunday,Central,Stolen Property,1
4/1/2005,Sunday,Central,Vandalism,4
4/1/2005,Sunday,Central,Vehicle Theft,17
4/1/2005,Sunday,Ingleside,Burglary,8
4/1/2005,Sunday,Ingleside,Larceny,17
4/1/2005,Sunday,Ingleside,Vandalism,5
4/1/2005,Sunday,Ingleside,Vehicle Theft,34
4/1/2005,Sunday,Mission,Burglary,5
4/1/2005,Sunday,Mission,Larceny,22
4/1/2005,Sunday,Mission,Stolen Property,1
